dataTime,pcelRsrp,ncell1Rsrp,ncell2Rsrp,mcs1Dl,mcs2Dl,wbCqi,mcs2dl_ave,prb_used_pcell,pdu_used,tbs_used,prb_used_ncell1,prb_used_ncell2,prb_retxrate
2021-06-14+14_17_17,-77,-96,-98,28,28,15,28,11889,717,1094004,0,3402,0.001343973
2021-06-14+14_17_18,-77,-97,-98,28,28,15,28,13129,777,1208119,0,3378,0
2021-06-14+14_17_19,-77,-97,-98,28,28,15,28,12265,713,1128323,0,6468,0.000651837
2021-06-14+14_17_20,-77,-97,-98,28,28,15,28,12484,715,1148422,0,12427,0.00398915
2021-06-14+14_17_21,-77,-97,-98,28,28,15,28,13570,765,1248061,0,17749,0.002425935
2021-06-14+14_17_22,-77,-97,-98,28,28,15,28,11937,666,1097304,0,18445,0.009295377
2021-06-14+14_17_24,-77,-98,-98,28,28,15,28,13838,754,1271866,0,16804,0.002307138
2021-06-14+14_17_25,-78,-97,-99,28,28,15,28,12667,634,1163437,0,13350,0.007521743
2021-06-14+14_17_26,-78,-97,-99,28,26,15,27.99621928,12349,532,1132303,0,12552,0
2021-06-14+14_17_27,-78,-98,-99,28,28,15,27.9886148,12863,532,1178488,0,14059,0
2021-06-14+14_17_28,-78,-97,-99,28,28,15,28,12980,537,1189646,0,14086,0.001384828
2021-06-14+14_17_29,-77,-97,-99,28,28,15,27.99820144,13570,560,1243596,0,12755,0
2021-06-14+14_17_30,-78,-96,-100,28,28,15,27.98418972,12329,512,1129278,0,13751,0
2021-06-14+14_17_31,-77,-97,-100,28,27,15,27.98744113,15534,641,1423522,0,15440,0
2021-06-14+14_17_32,-78,-98,-100,28,28,15,28,11384,471,1042994,0,13720,0
2021-06-14+14_17_33,-79,-98,-100,28,28,15,27.99161074,14503,600,1329090,0,11112,0
2021-06-14+14_17_34,-79,-98,-100,28,28,15,28,14724,605,1349900,0,13103,0
2021-06-14+14_17_35,-79,-97,-101,28,28,15,27.99297012,13864,574,1270335,0,10799,0
2021-06-14+14_17_36,-79,-98,-100,28,28,15,27.99621212,12855,532,1178071,0,14092,0
2021-06-14+14_17_37,-79,-98,-100,28,26,15,27.9968652,15535,643,1423675,0,12878,0
2021-06-14+14_17_38,-79,-99,-100,28,28,15,28,14065,580,1289091,0,11433,0
2021-06-14+14_17_39,-79,-98,-100,28,28,15,27.99646643,13796,571,1264184,0,14584,0
2021-06-14+14_17_40,-79,-99,-100,28,28,15,27.99820789,13583,564,1244479,0,13374,0
2021-06-14+14_17_41,-79,-98,-100,28,28,15,27.99529781,15533,642,1423581,0,14518,0
2021-06-14+14_17_42,-79,-99,-100,28,28,15,28,14192,584,1300889,0,12757,0
2021-06-14+14_17_43,-79,-97,-100,28,28,15,27.99152542,14398,595,1319369,0,14194,0
2021-06-14+14_17_44,-79,-98,-100,28,28,15,27.99809886,12821,530,1175001,0,10780,0.001401978
2021-06-14+14_17_45,-79,-98,-100,28,28,15,27.9877836,13993,576,1282453,0,16171,0
2021-06-14+14_17_46,-79,-98,-100,28,28,15,27.99334443,14640,607,1341405,0,10816,0
2021-06-14+14_17_49,-79,-98,-101,28,28,15,27.97852234,28385,1172,2601431,0,27134,0
2021-06-14+14_17_50,-79,-97,-101,28,28,15,28,15534,642,1423623,0,14724,0
2021-06-14+14_17_51,-79,-98,-101,28,28,15,28,15530,639,1423592,0,12414,0
2021-06-14+14_17_52,-79,-98,-101,28,28,15,28,14419,594,1321531,0,14879,0
2021-06-14+14_17_53,-79,-98,-101,28,28,15,27.99271403,13364,552,1224839,0,12277,0
2021-06-14+14_17_54,-79,-98,-101,28,28,15,28,15594,642,1429481,0,14781,0
2021-06-14+14_17_55,-79,-97,-101,28,28,15,27.99281867,13579,560,1244532,0,12365,0
2021-06-14+14_17_56,-79,-98,-101,28,28,15,28,15565,641,1426746,0,14725,0
2021-06-14+14_17_57,-79,-99,-101,28,28,15,28,15534,642,1423651,0,12365,0
2021-06-14+14_17_58,-79,-98,-101,28,28,15,28,15532,641,1423650,0,14737,0
2021-06-14+14_17_59,-79,-98,-101,28,28,15,27.99870466,18840,774,1727209,0,12401,0
2021-06-14+14_18_00,-79,-99,-101,28,24,15,27.12201592,17275,757,1577638,0,14803,0
2021-06-14+14_18_01,-79,-98,-101,28,28,15,27.43842365,4559,211,415887,0,11233,0.08103205
2021-06-14+14_18_02,-79,-99,-101,28,28,15,27.89928058,6744,285,616950,0,15790,0.029919448
2021-06-14+14_18_03,-78,-99,-101,28,28,15,16.45454545,50,19,2047,0,11228,0
2021-06-14+14_18_04,-79,-97,-101,28,28,15,27.98039216,16330,719,1497578,0,15782,0.000978833
2021-06-14+14_18_05,-79,-96,-101,28,28,15,28,19245,880,1766382,0,11332,0
2021-06-14+14_18_06,-79,-98,-101,28,28,15,28,24428,1000,2240064,0,13319,0
2021-06-14+14_18_07,-79,-98,-101,28,28,15,28,26766,1096,2454480,0,13679,0.003722177
2021-06-14+14_18_08,-79,-98,-101,28,28,15,28,24028,984,2203392,0,13448,0.015891219
2021-06-14+14_18_09,-79,-98,-101,28,28,15,27.99287749,17080,706,1565498,0,13573,0.019855388
2021-06-14+14_18_10,-79,-97,-101,28,28,15,27.74731183,4400,193,401894,0,13459,0.011680144
2021-06-14+14_18_11,-79,-98,-101,28,28,15,28,10377,433,951012,0,13546,0.011902495
2021-06-14+14_18_13,-79,-96,-101,28,28,15,27.92545455,13315,555,1219714,0,13672,0.007454342
2021-06-14+14_18_14,-79,-99,-101,28,28,15,16.75,28,13,522,0,13327,0
2021-06-14+14_18_15,-79,-97,-101,28,28,15,27.95922747,11214,472,1027150,0,14909,0.021209741
2021-06-14+14_18_16,-79,-98,-101,28,14,15,22.66666667,83,14,5870,0,12149,0.045977011
2021-06-14+14_18_17,-79,-99,-101,28,28,15,28,12536,520,1148950,0,16213,0.019859265
2021-06-14+14_18_18,-79,-100,-101,28,28,15,27.85405405,13354,560,1222885,0,10814,0.009420666
2021-06-14+14_18_19,-79,-98,-101,28,28,15,27.9795539,13014,542,1192456,0,14971,0.013268633
2021-06-14+14_18_20,-79,-98,-101,28,28,15,27.95427435,12163,507,1114649,0,13791,0.010172526
2021-06-14+14_18_21,-79,-95,-101,28,28,15,27.91071429,12227,510,1119798,0,14420,0.010119819
2021-06-14+14_18_22,-78,-99,-101,28,28,15,27.97986577,3599,156,328717,0,12040,0.001110186
2021-06-14+14_18_23,-78,-98,-101,28,28,15,27.98416887,9144,385,837393,0,14952,0.023076923
2021-06-14+14_18_24,-79,-93,-101,28,28,15,27.94129159,12337,515,1130434,0,12979,0.025667351
2021-06-14+14_18_25,-78,-99,-101,28,28,15,28,11790,491,1080178,0,14057,0.008910558
2021-06-14+14_18_26,-79,-97,-101,28,28,15,28,10914,452,1000027,0,14227,0.009259259
2021-06-14+14_18_27,-79,-99,-103,28,28,15,27.94444444,2502,116,227874,0,12741,0
2021-06-14+14_18_28,-78,-98,-103,28,28,15,27.68490153,10835,462,991497,0,14688,0.012666302
2021-06-14+14_18_29,-78,-98,-103,28,28,15,27.97888676,12601,526,1154456,0,12286,0.02904916
2021-06-14+14_18_30,-78,-97,-103,28,28,15,27.99599466,18185,752,1667107,0,16200,0.01243619
2021-06-14+14_18_31,-78,-97,-103,28,28,15,27.97435897,16533,705,1516129,0,11747,0.01183432
2021-06-14+14_18_32,-78,-99,-103,28,28,15,28,1344,71,121257,0,15286,0.023255814
2021-06-14+14_18_33,-78,-96,-103,28,28,15,28,26641,1091,2443020,0,14005,0.008374898
2021-06-14+14_18_34,-78,-96,-103,28,28,15,28,24153,989,2214852,0,13008,0.011257573
2021-06-14+14_18_35,-78,-96,-103,28,28,15,28,24022,984,2202864,0,12628,0.016378675
2021-06-14+14_18_36,-78,-97,-103,28,28,15,27.9972863,17909,741,1641523,0,14411,0.013767278
2021-06-14+14_18_37,-78,-98,-103,28,28,15,27.98809524,12190,508,1117121,0,10839,0.008136697
2021-06-14+14_18_38,-78,-99,-103,28,28,15,17.07142857,82,22,4736,0,13716,0.046511628
2021-06-14+14_18_40,-79,-99,-103,28,28,15,27.99652778,20995,867,1924748,0,13320,0.012929008
2021-06-14+14_18_41,-79,-98,-103,28,28,15,28,16488,682,1511508,0,13790,0.016405178
2021-06-14+14_18_42,-79,-98,-103,28,28,15,27.94664843,17554,735,1608620,0,13177,0.014263252
2021-06-14+14_18_43,-79,-96,-103,28,28,15,28,23036,944,2112425,0,13696,0.014966219
2021-06-14+14_18_44,-79,-96,-103,28,28,15,28,24122,988,2212032,0,23843,0.012284006
2021-06-14+14_18_45,-79,-98,-103,28,28,15,27.95504386,22077,914,2023598,0,3883,0.014595608
2021-06-14+14_18_46,-78,-96,-103,28,28,15,27.98773842,17668,737,1619669,0,13818,0.014832162
2021-06-14+14_18_47,-77,-96,-103,28,28,15,27.93629344,12521,522,1147165,0,17417,0.01339532
2021-06-14+14_18_48,-77,-97,-103,28,28,15,27.99803536,12390,513,1135478,0,5704,0.025560362
2021-06-14+14_18_49,-77,-97,-103,28,28,15,27.5245283,6134,270,560675,0,15397,0.024801272
2021-06-14+14_18_50,-78,-98,-103,28,28,15,27.99705015,8176,345,748636,0,12677,0.015769833
2021-06-14+14_18_51,-78,-97,-103,28,28,15,27.93319838,11869,500,1087126,0,13922,0.027927928
2021-06-14+14_18_52,-78,-98,-103,28,20,15,27.95676692,12896,537,1181462,0,13247,0.013388417
2021-06-14+14_18_53,-78,-98,-103,28,28,15,27.98499062,12964,537,1187921,0,13314,0.016388467
2021-06-14+14_18_54,-78,-96,-103,28,28,15,27.96937417,18273,754,1675106,0,14496,0.020109395
2021-06-14+14_18_55,-78,-97,-103,28,28,15,27.9719888,17333,716,1588844,0,13173,0.022446563
2021-06-14+14_18_56,-78,-93,-103,28,28,15,27.988006,16102,671,1475875,0,14798,0.015409074
2021-06-14+14_18_57,-78,-97,-103,28,28,15,28,13244,550,1213903,0,13527,0.016193731
2021-06-14+14_18_58,-78,-94,-103,28,28,15,27.99810247,12818,532,1174608,0,13557,0.006125456
2021-06-14+14_18_59,-78,-96,-103,28,28,15,27.97389034,9337,389,854898,0,14520,0
2021-06-14+14_19_00,-78,-98,-103,28,28,15,27.97701149,4144,182,378507,0,14786,0.006473268
2021-06-14+14_19_01,-78,-98,-103,28,28,15,27.99804305,12364,516,1132923,0,15329,0.020129973
2021-06-14+14_19_02,-78,-97,-103,28,28,15,27.99204244,9176,382,840431,0,12001,0.022790202
2021-06-14+14_19_03,-78,-98,-103,28,28,15,28,50,11,2994,0,15116,0
2021-06-14+14_19_05,-78,-96,-103,28,28,15,28,10636,492,975171,0,10795,0.04111071
2021-06-14+14_19_06,-78,-97,-99,28,28,15,28,8583,402,787515,0,15199,0.043037128
2021-06-14+14_19_07,-78,-96,-99,28,28,15,28,8612,439,790783,0,11762,0.034096007
2021-06-14+14_19_08,-78,-95,-99,28,28,15,27.99797571,10483,502,961820,0,10907,0.034536747
2021-06-14+14_19_09,-78,-96,-99,28,28,15,27.96577017,8158,416,748986,0,13569,0.065521191
2021-06-14+14_19_10,-78,-97,-99,28,28,15,27.9734748,7059,389,647566,0,13228,0.058172115
2021-06-14+14_19_11,-77,-96,-99,28,28,15,28,8787,533,808564,0,11946,0.029918304
2021-06-14+14_19_12,-77,-94,-97,28,28,15,28,6084,374,559911,0,13475,0.063855978
2021-06-14+14_19_13,-77,-96,-97,28,28,15,28,8490,509,781380,0,12321,0.007713885
2021-06-14+14_19_14,-77,-96,-97,28,28,15,28,8786,532,808351,0,13174,0
2021-06-14+14_19_15,-77,-94,-97,28,28,15,28,12271,741,1129315,0,13778,0.010562812
2021-06-14+14_19_16,-77,-95,-97,28,28,15,27.93,6708,409,616830,0,11710,0.080969996
2021-06-14+14_19_17,-77,-95,-97,28,28,15,27.96701031,8148,493,749373,0,13044,0.041186161
2021-06-14+14_19_18,-77,-96,-97,28,28,15,27.95555556,6038,365,555469,0,13007,0.03914704
2021-06-14+14_19_19,-77,-95,-99,28,28,15,27.96306069,6341,387,582965,0,12386,0.052167414
2021-06-14+14_19_20,-77,-96,-99,28,28,15,27.95822454,6437,388,592094,0,14286,0.025877724
2021-06-14+14_19_21,-77,-96,-99,28,28,15,28,3861,234,354797,0,11052,0.090673575
2021-06-14+14_19_22,-77,-94,-99,28,28,15,28,4858,300,446003,0,13525,0.050801094
2021-06-14+14_19_23,-77,-95,-99,28,28,15,28,3237,204,296930,0,13424,0.074614065
2021-06-14+14_19_24,-77,-95,-99,28,28,15,28,4101,250,376713,0,10799,0.056590752
2021-06-14+14_19_25,-77,-95,-99,28,28,15,28,4236,258,388589,0,15339,0.056149733
2021-06-14+14_19_26,-76,-94,-99,28,28,15,28,4683,279,430151,0,11572,0.033635988
2021-06-14+14_19_27,-76,-96,-99,28,28,15,28,5151,315,473228,0,13848,0.042030872
2021-06-14+14_19_28,-76,-94,-99,28,28,15,28,3099,193,284586,0,13045,0.051423324
2021-06-14+14_19_29,-76,-94,-99,28,28,15,27.92156863,3472,212,318239,0,11833,0.021144629
2021-06-14+14_19_30,-76,-96,-99,28,28,15,27.96788991,7416,445,681439,0,15007,0.030207925
2021-06-14+14_19_33,-76,-96,-99,28,28,15,27.98530762,18318,1101,1685681,0,25020,0.011280833
2021-06-14+14_19_34,-76,-94,-99,28,28,15,28,9327,562,858754,0,12878,0.005332196
2021-06-14+14_19_35,-76,-93,-99,28,28,15,28,12454,750,1146525,0,13645,0
2021-06-14+14_19_36,-76,-93,-99,28,28,15,28,12295,740,1132501,0,13287,0
2021-06-14+14_19_37,-76,-95,-99,28,28,15,28,12303,745,1132448,0,12603,0
2021-06-14+14_19_38,-76,-96,-99,28,28,15,28,13308,805,1225756,0,14305,0
2021-06-14+14_19_39,-76,-96,-99,28,28,15,28,12281,741,1131078,0,10895,0
2021-06-14+14_19_40,-76,-94,-99,28,28,15,28,13367,809,1230788,0,15126,0
2021-06-14+14_19_41,-76,-95,-99,28,28,15,28,12707,746,1169601,0,12738,0
2021-06-14+14_19_42,-76,-97,-99,28,28,15,28,14079,809,1295439,0,13492,0.005650117
2021-06-14+14_19_43,-76,-95,-99,28,28,15,28,13016,738,1197380,0,12597,0.001227747
2021-06-14+14_19_44,-76,-96,-99,28,28,15,28,7505,439,690299,0,14563,0.034105534
2021-06-14+14_19_45,-76,-97,-99,28,28,15,28,7567,462,696479,0,12359,0.036909762
2021-06-14+14_19_46,-76,-96,-99,28,28,15,28,11083,667,1020427,0,10801,0.014231077
2021-06-14+14_19_47,-76,-94,-99,28,28,15,28,12788,759,1178134,0,16169,0
2021-06-14+14_19_48,-76,-97,-99,28,28,15,28,14346,855,1321406,0,10801,0
2021-06-14+14_19_49,-76,-95,-99,28,28,15,28,12162,741,1120068,0,15839,0
2021-06-14+14_19_50,-76,-96,-99,28,28,15,28,13575,828,1250105,0,11153,0
2021-06-14+14_19_51,-77,-97,-99,28,28,15,28,12217,742,1125249,0,13120,0
2021-06-14+14_19_52,-76,-95,-99,28,28,15,28,15166,787,1394104,0,13829,0
2021-06-14+14_19_53,-76,-95,-99,28,28,15,28,16204,867,1489510,0,13308,0
2021-06-14+14_19_54,-77,-95,-99,28,28,15,28,21022,909,1928476,0,13631,0.011334243
2021-06-14+14_19_55,-76,-95,-99,28,28,15,28,23988,984,2199778,0,16190,0.012351779
2021-06-14+14_19_56,-76,-95,-99,28,28,15,28,26466,1084,2426976,0,20811,0.014888707
2021-06-14+14_19_59,-77,-96,-99,28,28,15,27.984375,21692,907,1987276,0,7956,0.009135757
2021-06-14+14_20_00,-77,-98,-99,28,28,15,28,80,12,5948,0,6358,0
2021-06-14+14_20_01,-76,-98,-99,28,25,15,27.98821218,12228,516,1119983,0,20072,0.018067935
2021-06-14+14_20_02,-77,-96,-99,28,28,15,27.97137014,11907,494,1090949,0,1310,0.010388963
2021-06-14+14_20_03,-76,-98,-99,28,28,15,27.125,298,25,25679,0,26400,0.038709677
2021-06-14+14_20_04,-76,-98,-99,28,28,15,27.98611111,12215,508,1119323,0,26841,0.015157623
2021-06-14+14_20_05,-76,-96,-99,28,27,15,27.96103896,13075,544,1197811,0,8606,0.011342155
2021-06-14+14_20_06,-76,-97,-99,28,28,15,28,10368,431,949912,0,9058,0.028485757
2021-06-14+14_20_07,-77,-96,-99,28,28,15,28,6643,283,608057,0,11987,0.032760629
2021-06-14+14_20_08,-77,-98,-99,28,28,15,28,10232,427,937247,0,82,0.041768121
2021-06-14+14_20_09,-77,-98,-99,28,28,15,27.9707113,11584,482,1061466,0,4633,0.02112557
2021-06-14+14_20_10,-77,-98,-99,28,28,15,28,12010,501,1100378,0,7480,0.014927822
2021-06-14+14_20_11,-77,-95,-99,28,28,15,27.98408488,18300,756,1677765,0,610,0.012145749
2021-06-14+14_20_12,-77,-96,-99,28,28,15,27.98996656,14506,601,1329571,0,12921,0.010234716
2021-06-14+14_20_13,-77,-97,-99,28,28,15,28,16099,666,1475865,0,7989,0.031056274
2021-06-14+14_20_14,-77,-96,-99,28,28,15,27.9893617,13664,569,1252250,0,5033,0.022323984
2021-06-14+14_20_15,-77,-96,-99,28,28,15,27.94767442,12542,520,1149303,0,11569,0.026242236
2021-06-14+14_20_16,-77,-96,-99,28,28,15,27.99094203,13394,557,1227347,0,15286,0.041162574
2021-06-14+14_20_17,-77,-97,-99,28,28,15,27.99653979,14042,581,1287074,0,124,0.022008636
2021-06-14+14_20_18,-77,-96,-99,28,28,15,27.98148148,14351,598,1315158,0,12857,0.037749765
2021-06-14+14_20_19,-77,-96,-97,28,28,15,28,22398,921,2053860,0,4905,0.04068871
2021-06-14+14_20_20,-77,-98,-97,28,28,15,27.97755961,17239,714,1580643,0,8000,0.0198988
2021-06-14+14_20_21,-77,-95,-97,28,28,15,27.99666667,21891,902,2007147,0,13059,0.028793256
2021-06-14+14_20_22,-77,-97,-97,28,28,15,28,14981,620,1373101,0,5919,0.016930245
2021-06-14+14_20_25,-77,-97,-97,28,28,15,27.99650044,27733,1152,2541397,0,18837,0.019030102
2021-06-14+14_20_26,-77,-97,-97,28,28,15,27.94791667,6897,296,631013,0,6669,0.037404047
2021-06-14+14_20_27,-77,-97,-97,28,28,15,27.99764151,10289,428,942838,0,11471,0.024461932
2021-06-14+14_20_28,-77,-96,-97,28,28,15,27.97354497,13708,571,1256302,0,10384,0.025589991
2021-06-14+14_20_29,-77,-97,-97,28,28,15,27.9922179,12416,518,1137849,0,12549,0.021668899
2021-06-14+14_20_30,-77,-98,-97,28,28,15,27.98790323,12000,501,1099470,0,14346,0.027158492
2021-06-14+14_20_31,-77,-95,-97,28,28,15,27.9922179,12464,518,1142260,0,14622,0.020895522
2021-06-14+14_20_32,-77,-96,-97,28,28,15,27.99382716,11800,491,1081255,0,13396,0.026482963
2021-06-14+14_20_33,-77,-96,-97,28,28,15,27.99349241,11197,466,1025910,0,15727,0.037148508
2021-06-14+14_20_34,-77,-98,-97,28,28,15,27.48571429,718,43,64217,0,17755,0.011019284
2021-06-14+14_20_35,-77,-96,-97,28,28,15,27.97115385,12581,525,1152643,0,11570,0.015648228
2021-06-14+14_20_36,-77,-96,-97,28,28,15,27.9380531,5476,232,501010,0,16523,0.009048136
2021-06-14+14_20_37,-77,-95,-97,28,28,15,28,12382,515,1134623,0,18775,0.030003917
2021-06-14+14_20_38,-77,-97,-97,28,28,15,28,9239,389,846489,0,13493,0.022845056
2021-06-14+14_20_39,-77,-97,-99,28,28,15,28,11946,496,1094981,0,18765,0.054531065
2021-06-14+14_20_40,-77,-97,-100,28,28,15,27.98922801,13510,562,1237858,0,21346,0.009312899
2021-06-14+14_20_41,-78,-96,-100,28,28,15,28,13389,554,1227207,0,15840,0.014064801
2021-06-14+14_20_42,-78,-97,-100,28,28,15,27.96648045,13025,541,1193329,0,17367,0.026168224
2021-06-14+14_20_43,-78,-97,-100,28,28,15,27.987061,13095,546,1199943,0,8570,0.011325028
2021-06-14+14_20_44,-76,-92,-100,28,28,15,28,12944,537,1186212,0,17765,0.00384793
2021-06-14+14_20_45,-77,-97,-100,28,28,15,28,14094,588,1291793,0,10478,0.013508784
2021-06-14+14_20_46,-78,-96,-100,28,28,15,27.99403579,12211,508,1118764,0,12868,0.020377056
2021-06-14+14_20_47,-77,-98,-100,28,27,15,27.99792531,11639,486,1066692,0,10357,0.01705937
2021-06-14+14_20_48,-77,-98,-100,28,28,15,27.99391481,11935,499,1093500,0,12332,0.049306994
2021-06-14+14_20_51,-77,-98,-100,28,28,15,27.97420635,24402,1018,2235662,0,22829,0.024739219
2021-06-14+14_20_52,-77,-98,-100,28,28,15,28,12799,532,1173108,0,9161,0.009135248
2021-06-14+14_20_53,-77,-96,-100,28,28,15,27.99155405,14332,597,1313370,0,12564,0.00864633
2021-06-14+14_20_54,-77,-98,-100,28,28,15,27.96699029,12455,520,1141107,0,11986,0.022216989
2021-06-14+14_20_55,-77,-98,-100,28,28,15,27.99178645,11821,491,1083202,0,2935,0.024750433
2021-06-14+14_20_56,-77,-97,-100,28,28,15,27.99382716,11826,490,1083748,0,11534,0.03271716
2021-06-14+14_20_57,-77,-96,-100,28,28,15,27.97110553,19347,798,1773728,0,13109,0.019809505
2021-06-14+14_20_58,-77,-97,-100,28,28,15,27.99870801,18824,776,1725841,0,12622,0.014501859
2021-06-14+14_20_59,-77,-95,-100,28,28,15,27.97526042,18483,771,1694300,0,2642,0.017123106
2021-06-14+14_21_00,-77,-98,-100,28,28,15,27.98235294,12301,514,1127149,0,13235,0.004692936
2021-06-14+14_21_01,-77,-98,-100,28,28,15,27.9556541,10918,457,999681,0,10999,0.009255898
2021-06-14+14_21_02,-77,-98,-100,28,28,15,28,12040,499,1103396,0,14565,0.022330491
2021-06-14+14_21_03,-77,-99,-100,28,28,15,28,12207,506,1118503,0,16485,0.016278508
2021-06-14+14_21_04,-78,-98,-100,28,28,15,27.97810219,9951,416,911344,0,13858,0.027082519
2021-06-14+14_21_05,-78,-98,-100,28,28,15,27.94947368,11525,479,1056002,0,14997,0.024710163
2021-06-14+14_21_06,-78,-98,-100,28,28,15,27.93053016,13170,552,1206624,0,15603,0.035306182
2021-06-14+14_21_07,-78,-96,-100,28,28,15,27.98300971,19982,827,1831799,0,9975,0.030799825
2021-06-14+14_21_08,-78,-95,-100,28,28,15,27.95921697,14889,617,1364409,0,10631,0.024056109
2021-06-14+14_21_09,-78,-98,-100,28,28,15,27.87136929,5792,247,529892,0,12614,0.017639077
2021-06-14+14_21_10,-78,-98,-100,28,28,15,28,9502,399,870420,0,12750,0.041073771
2021-06-14+14_21_11,-78,-98,-100,28,28,15,27.98708487,13097,547,1200114,0,14675,0.011323318
2021-06-14+14_21_12,-78,-98,-100,28,28,15,27.5625,774,40,69420,0,12464,0.031289111
2021-06-14+14_21_13,-78,-97,-100,28,28,15,28,12383,515,1134902,0,16864,0.017845812
2021-06-14+14_21_14,-78,-98,-100,28,28,15,20.5,24,11,414,0,13645,0.142857143
2021-06-14+14_21_17,-77,-98,-100,28,28,15,27.92644483,13714,585,1254586,0,29082,0.03163395
2021-06-14+14_21_18,-78,-96,-100,28,28,15,28,13277,551,1216869,0,19257,0.032006416
2021-06-14+14_21_19,-77,-95,-100,28,28,15,27.93061224,11839,495,1084611,0,18965,0.037636157
2021-06-14+14_21_20,-77,-98,-101,28,28,15,27.99811676,12824,537,1174952,0,16189,0.025679988
2021-06-14+14_21_21,-77,-96,-101,28,28,15,27.98722045,15171,629,1390706,0,10083,0.031658901
2021-06-14+14_21_22,-77,-98,-101,28,28,15,27.96513761,13180,550,1207583,0,9437,0.031096082
2021-06-14+14_21_23,-77,-98,-101,28,28,15,27.99752475,9785,409,896463,0,14026,0.041625857
2021-06-14+14_21_24,-77,-98,-101,28,28,15,28,13202,550,1209835,0,14004,0.035646457
2021-06-14+14_21_25,-77,-98,-101,28,28,15,27.99614644,12577,523,1152614,0,14510,0.036023607
2021-06-14+14_21_26,-77,-99,-101,28,28,15,27.98415842,12253,508,1123058,0,11820,0.020151939
2021-06-14+14_21_27,-78,-92,-101,28,28,15,27.98848369,12673,526,1160957,0,18741,0.033112078
2021-06-14+14_21_28,-78,-97,-101,28,28,15,27.95169082,15075,625,1381175,0,13202,0.004950495
2021-06-14+14_21_29,-78,-97,-101,28,28,15,28,19190,792,1759482,0,11063,0.033395457
2021-06-14+14_21_30,-78,-94,-101,28,28,15,27.96836314,17498,730,1603763,0,5132,0.037619624
2021-06-14+14_21_31,-78,-99,-101,28,28,15,27.99820144,13462,561,1233645,0,8498,0.03408194
2021-06-14+14_21_32,-78,-97,-101,28,28,15,27.98671727,12781,531,1171244,0,12153,0.022934026
2021-06-14+14_21_33,-78,-98,-101,28,25,15,27.97884615,12621,524,1156549,0,30,0.011745361
2021-06-14+14_21_34,-78,-96,-101,28,28,15,27.96074766,12960,539,1187621,0,12991,0.025417356
2021-06-14+14_21_35,-78,-99,-101,28,28,15,27.66666667,369,28,31991,0,32,0.093366093
2021-06-14+14_21_36,-78,-99,-101,28,28,15,27.99423077,12584,524,1153224,0,12543,0.011235955
2021-06-14+14_21_37,-78,-94,-101,28,28,15,27.98203593,12128,506,1111094,0,1793,0.019087674
2021-06-14+14_21_38,-78,-98,-101,28,28,15,27.99807692,12620,525,1156435,0,12410,0.028857253
2021-06-14+14_21_39,-77,-98,-101,28,28,15,27.83516484,2138,99,194486,0,14338,0
2021-06-14+14_21_40,-78,-98,-101,28,28,15,27.98271605,9733,410,891582,0,15971,0.012680057
2021-06-14+14_21_41,-78,-98,-101,28,28,15,27.99421965,4217,180,385404,0,15630,0.000474046
2021-06-14+14_21_42,-78,-97,-99,28,28,15,27.9556314,14118,591,1293265,0,6342,0.017946578
2021-06-14+14_21_45,-78,-98,-99,28,28,15,27.96363636,25412,1054,2328409,0,24542,0.025874957
2021-06-14+14_21_46,-79,-98,-99,28,28,15,27.99135447,16880,697,1547149,0,11977,0.02669665
2021-06-14+14_21_47,-79,-98,-99,28,28,15,27.99078341,5190,224,474702,0,13715,0.018903592
2021-06-14+14_21_48,-79,-97,-99,28,28,15,27.95706619,13471,564,1234411,0,13508,0.034959524
2021-06-14+14_21_49,-79,-98,-99,28,28,15,28,44,11,2450,0,22679,0
2021-06-14+14_21_50,-79,-97,-99,28,28,15,27.9462572,12588,526,1153228,0,20289,0.057572808
2021-06-14+14_21_51,-78,-96,-99,28,28,15,27.98567335,8500,354,778519,0,15736,0.035515715
2021-06-14+14_21_52,-79,-98,-99,28,28,15,27.98,15767,654,1445085,0,13028,0.030260164
2021-06-14+14_21_53,-78,-97,-99,28,28,15,27.98654709,10785,452,987947,0,10109,0.012904997
2021-06-14+14_21_54,-79,-97,-99,28,28,15,27.99159664,8626,362,790092,0,7376,0.011460005
2021-06-14+14_21_55,-79,-98,-101,28,28,15,27.96671949,15275,635,1400038,0,10692,0.024211064
2021-06-14+14_21_56,-79,-97,-101,28,28,15,27.99595142,17971,744,1647387,0,10203,0.019317872
2021-06-14+14_21_57,-79,-96,-101,28,28,15,27.98313659,14224,598,1303495,0,12563,0.02173315
2021-06-14+14_21_58,-79,-99,-101,28,28,15,27.98701299,12963,543,1187870,0,8443,0.015194105
2021-06-14+14_21_59,-79,-94,-101,28,28,15,28,13206,549,1209988,0,8407,0.013078245
2021-06-14+14_22_00,-79,-98,-98,28,22,15,27.98728814,11481,476,1052027,0,6157,0.027528375
2021-06-14+14_22_01,-79,-98,-99,28,28,15,27.9205298,7294,309,667447,0,7130,0.020150457
2021-06-14+14_22_02,-79,-99,-99,28,28,15,27.97975709,5950,254,544271,0,12223,0.016528926
2021-06-14+14_22_03,-79,-99,-102,28,28,15,27.98797595,12031,504,1102366,0,13241,0.032488943
2021-06-14+14_22_04,-78,-98,-101,28,28,15,27.99696049,8028,335,735077,0,14896,0.021333658
