dataTime,pcelRsrp,ncell1Rsrp,ncell2Rsrp,mcs1Dl,mcs2Dl,wbCqi,mcs2dl_ave,prb_used_pcell,pdu_used,tbs_used,prb_used_ncell1,prb_used_ncell2,prb_retxrate
2021-06-13+16_30_59,-66,-86,-95,28,28,15,27.95098039,1636,111,149540,0,10808,0.072562358
2021-06-13+16_31_00,-66,-86,-95,28,28,15,27.15789474,359,27,31480,0,10788,0.042666667
2021-06-13+16_31_01,-66,-86,-95,28,28,15,27.99844479,15289,647,1401674,0,10836,0
2021-06-13+16_31_02,-66,-86,-95,28,28,15,28,12033,705,1107346,0,10797,0
2021-06-13+16_31_03,-66,-86,-95,28,28,15,28,10931,648,1005822,0,10809,0
2021-06-13+16_31_04,-66,-86,-95,28,28,15,28,11909,711,1095903,0,10834,0
2021-06-13+16_31_05,-66,-86,-95,28,28,15,28,10696,641,984602,0,10810,0
2021-06-13+16_31_06,-66,-84,-95,28,28,15,28,11625,704,1070265,0,10822,0
2021-06-13+16_31_07,-67,-84,-95,28,28,15,28,10550,641,971415,0,10824,0
2021-06-13+16_31_08,-66,-84,-95,28,28,15,28,10483,636,965418,0,10811,0
2021-06-13+16_31_09,-67,-84,-95,28,28,15,28,11508,698,1059187,0,10801,0
2021-06-13+16_31_10,-67,-84,-95,28,28,15,28,11610,691,1068946,0,11910,0
2021-06-13+16_31_11,-67,-84,-95,28,28,15,28,10656,623,979950,0,10332,0
2021-06-13+16_31_12,-67,-88,-95,28,28,15,27.98993289,10697,601,983559,0,10357,0
2021-06-13+16_31_14,-67,-88,-95,28,28,15,27.95714286,11890,636,1092368,0,12853,0.00134386
2021-06-13+16_31_15,-67,-88,-95,28,28,15,28,10880,530,998886,0,10263,0
2021-06-13+16_31_16,-67,-88,-95,28,28,15,28,10910,485,1000502,0,10390,0
2021-06-13+16_31_17,-67,-88,-95,28,28,15,27.99113082,10872,456,996186,0,12807,0
2021-06-13+16_31_18,-67,-88,-95,28,28,15,28,10341,430,947056,0,10365,0
2021-06-13+16_31_19,-67,-88,-95,28,1,15,27.93647059,10340,429,947368,0,10372,0
2021-06-13+16_31_20,-67,-88,-95,28,28,15,27.99528302,10340,430,947044,0,12838,0
2021-06-13+16_31_21,-67,-88,-95,28,21,15,27.98349057,10332,430,946341,0,10302,0
2021-06-13+16_31_22,-67,-88,-95,28,28,15,28,10005,414,916816,0,10371,0
2021-06-13+16_31_23,-67,-88,-95,28,1,15,27.93394077,10675,446,977446,0,12801,0
2021-06-13+16_31_24,-67,-88,-95,28,28,15,28,10338,429,947114,0,10317,0
2021-06-13+16_31_25,-67,-88,-95,28,28,15,28,10344,431,947404,0,11394,0
2021-06-13+16_31_26,-67,-91,-95,28,1,15,27.93647059,10338,430,946957,0,10839,0
2021-06-13+16_31_27,-67,-91,-95,28,28,15,28,10336,428,947110,0,10795,0
2021-06-13+16_31_28,-67,-91,-95,28,28,15,28,10342,429,947519,0,10809,0.001737452
2021-06-13+16_31_29,-67,-91,-95,28,28,15,28,10333,429,946503,0,10823,0
2021-06-13+16_31_30,-67,-91,-95,28,28,15,27.99764151,10336,429,946902,0,10830,0
2021-06-13+16_31_31,-67,-91,-95,28,28,15,28,10346,431,947496,0,10803,0
2021-06-13+16_31_32,-67,-91,-95,28,28,15,27.98584906,10338,429,946972,0,10805,0
2021-06-13+16_31_33,-67,-91,-95,28,28,15,28,10336,429,946981,0,10832,0
2021-06-13+16_31_34,-67,-91,-95,28,22,15,27.98584906,10340,428,947342,0,10811,0
2021-06-13+16_31_35,-67,-91,-95,28,28,15,28,10338,429,947114,0,10807,0
2021-06-13+16_31_36,-67,-91,-95,28,28,15,28,10333,430,946384,0,12204,0
2021-06-13+16_31_37,-67,-91,-95,28,28,15,28,10344,430,947523,0,11252,0
2021-06-13+16_31_38,-67,-91,-95,28,28,15,28,10336,429,946950,0,10433,0
2021-06-13+16_31_41,-67,-91,-95,28,28,15,28,20682,859,1894606,0,23117,0
2021-06-13+16_31_42,-67,-91,-95,28,28,15,27.99528302,10340,430,947044,0,12770,0
2021-06-13+16_31_43,-67,-91,-95,28,28,15,28,10335,427,947044,0,10433,0.001738626
2021-06-13+16_31_44,-67,-91,-95,28,28,15,27.98349057,10340,428,947357,0,10158,0
2021-06-13+16_31_45,-67,-91,-95,28,28,15,27.99764151,10334,430,946476,0,12453,0
2021-06-13+16_31_46,-67,-91,-95,28,28,15,28,10336,429,946981,0,10819,0
2021-06-13+16_31_47,-67,-91,-95,28,28,15,28,10340,428,947484,0,10801,0
2021-06-13+16_31_48,-67,-91,-95,28,28,15,27.99528302,10338,429,947040,0,10805,0
2021-06-13+16_31_49,-67,-91,-95,28,28,15,28,10338,430,946985,0,10803,0
2021-06-13+16_31_50,-67,-91,-95,28,28,15,28,10340,429,947344,0,10827,0
2021-06-13+16_31_51,-67,-91,-95,28,28,15,27.99568035,11293,469,1034485,0,10810,0
2021-06-13+16_31_52,-67,-91,-95,28,28,15,27.98024691,9859,409,903146,0,10830,0
2021-06-13+16_31_53,-67,-91,-95,28,28,15,27.94674556,12346,513,1130883,0,10851,0
2021-06-13+16_31_54,-67,-91,-95,28,28,15,28,9896,410,906766,0,10817,0
2021-06-13+16_31_55,-67,-91,-95,28,28,15,27.99509804,9954,413,911808,0,11483,0.002505261
2021-06-13+16_31_56,-67,-91,-95,28,28,15,28,12192,506,1117011,0,10332,0
2021-06-13+16_31_57,-67,-91,-95,28,28,15,28,9898,411,906770,0,10651,0
2021-06-13+16_31_58,-67,-91,-95,28,28,15,27.99605523,12371,512,1133505,0,12402,0
2021-06-13+16_31_59,-67,-91,-95,28,28,15,28,10286,427,942407,0,10359,0
2021-06-13+16_32_00,-67,-91,-95,28,28,15,27.99757869,10075,419,922704,0,12688,0
2021-06-13+16_32_01,-67,-91,-95,28,28,15,27.93424036,10717,446,981677,0,10304,0
2021-06-13+16_32_04,-67,-91,-95,28,28,15,27.99763872,20675,857,1894057,0,23329,0
2021-06-13+16_32_05,-67,-91,-95,28,28,15,27.98584906,10344,429,947500,0,10315,0
2021-06-13+16_32_06,-67,-91,-95,28,28,15,27.99528302,10334,428,946882,0,12588,0
2021-06-13+16_32_07,-67,-91,-95,28,28,15,28,11391,473,1043504,0,10505,0
2021-06-13+17_20_42,-70,-89,-90,28,28,15,27.98762655,17433,889,1603408,0,2993,0.025817267
2021-06-13+17_20_43,-70,-89,-90,28,28,15,27.48717949,2440,163,223592,0,14107,0.145658263
2021-06-13+17_20_44,-70,-91,-90,28,28,15,27.74297189,10909,502,999695,0,5980,0.0868073
2021-06-13+17_20_45,-70,-91,-90,28,28,15,27.97033159,12112,576,1112054,0,6869,0.136583975
2021-06-13+17_20_46,-70,-91,-90,28,28,15,22.5,252,31,20550,0,13287,0
2021-06-13+17_20_47,-70,-91,-90,28,28,15,27.82673267,3365,210,308478,0,3077,0.213417485
2021-06-13+17_20_48,-70,-91,-90,28,28,15,28,3150,187,288472,0,10555,0.081632653
2021-06-13+17_20_49,-70,-91,-90,28,28,15,27.84831461,2978,187,272923,0,7252,0.206289979
2021-06-13+17_20_50,-70,-91,-90,28,28,15,28,3276,197,300582,0,7333,0.202337473
2021-06-13+17_20_51,-70,-91,-90,28,28,15,28,2311,148,211592,0,36,0.280734516
2021-06-13+17_20_52,-70,-91,-90,28,28,15,28,2521,153,230645,0,12912,0.21513076
2021-06-13+17_20_53,-70,-91,-90,28,28,15,28,1905,121,174246,0,1885,0.296008869
2021-06-13+17_20_54,-70,-91,-90,28,28,15,27.31111111,2991,189,272982,0,10860,0.126970228
2021-06-13+17_20_57,-70,-91,-90,28,28,15,28,5514,339,505146,0,11747,0.264014949
2021-06-13+17_20_58,-70,-90,-90,28,28,15,28,2763,171,253253,0,1545,0.253041363
2021-06-13+17_20_59,-70,-87,-90,28,28,15,28,2703,166,247654,0,11475,0.181405209
2021-06-13+17_21_00,-70,-87,-90,28,28,15,28,2982,184,273210,0,2695,0.30924253
2021-06-13+17_21_01,-70,-87,-90,28,28,15,28,3659,221,335493,0,9933,0.220992123
2021-06-13+17_21_02,-70,-90,-90,28,28,15,28,2621,164,240092,0,8042,0.278954608
2021-06-13+17_21_03,-70,-90,-90,28,28,15,28,2770,168,253792,0,5538,0.266419492
2021-06-13+17_21_04,-70,-90,-90,28,28,15,27.8778626,2237,140,204461,0,372,0.248824715
2021-06-13+17_21_05,-70,-90,-90,28,28,15,26.99447514,2993,190,272548,0,14674,0.114497041
2021-06-13+17_21_06,-70,-90,-90,28,28,15,28,2393,148,219228,0,42,0.295969403
2021-06-13+17_21_07,-70,-90,-90,28,28,15,28,3694,219,338944,0,12926,0.186343612
2021-06-13+17_21_08,-70,-90,-90,28,28,15,28,2269,141,207553,0,11909,0.245678191
2021-06-13+17_21_09,-70,-90,-90,28,28,15,28,2113,134,193263,0,1451,0.333228148
2021-06-13+17_21_10,-70,-90,-90,28,28,15,28,3574,212,327738,0,12597,0.193227991
2021-06-13+17_21_11,-70,-90,-90,28,28,15,28,2578,156,236067,0,13796,0.158616188
2021-06-13+17_21_12,-70,-90,-90,28,28,15,28,2155,139,197091,0,1836,0.257664485
2021-06-13+17_21_13,-70,-90,-90,28,28,15,28,2353,143,215386,0,11866,0.234796748
2021-06-13+17_21_14,-70,-90,-90,28,28,15,27.34042553,1535,102,139703,0,4430,0.287703016
2021-06-13+17_21_15,-70,-89,-90,28,28,15,27.66153846,2217,139,202290,0,9341,0.220464135
2021-06-13+17_21_16,-70,-89,-90,28,28,15,28,2637,161,241400,0,12164,0.286332882
2021-06-13+17_21_17,-70,-89,-90,28,28,15,28,2047,133,187306,0,4151,0.292674499
2021-06-13+17_21_18,-70,-89,-90,28,28,15,28,2527,155,231388,0,9569,0.232614637
2021-06-13+17_21_19,-70,-89,-90,28,28,15,28,3209,196,294230,0,13057,0.136669357
2021-06-13+17_21_22,-70,-89,-90,28,28,15,27.96396396,7539,462,691417,0,19898,0.188132673
2021-06-13+17_21_23,-70,-89,-90,28,28,15,28,3989,241,365992,0,13284,0.244507576
2021-06-13+17_21_24,-70,-89,-90,28,28,15,27.98046875,4346,263,399106,0,10682,0.17266324
2021-06-13+17_21_25,-70,-89,-90,28,28,15,27.86261981,5252,322,482152,0,10558,0.15752326
2021-06-13+17_21_26,-70,-89,-90,28,28,15,27.92666667,10312,607,948248,0,20532,0.041902815
2021-06-13+17_21_27,-70,-89,-90,28,28,15,27.94059406,8540,510,785754,0,16286,0.072747014
2021-06-13+17_21_28,-70,-89,-90,28,28,15,27.9009009,7488,449,688839,0,13165,0.097396336
2021-06-13+17_21_29,-70,-89,-90,28,28,15,28,6505,391,597532,0,16945,0.058610709
2021-06-13+17_21_30,-70,-89,-90,28,28,15,28,7015,425,644963,0,15124,0.085755246
2021-06-13+17_21_31,-70,-89,-90,28,28,15,28,7761,471,713903,0,15473,0.117466454
2021-06-13+17_21_32,-70,-89,-90,28,28,15,28,7364,445,677570,0,14046,0.061791311
2021-06-13+17_21_33,-70,-89,-90,28,28,15,28,6979,417,642179,0,17843,0.09586734
2021-06-13+17_21_34,-70,-89,-90,28,28,15,28,6738,402,619502,0,13402,0.164641706
2021-06-13+17_21_35,-70,-89,-90,28,28,15,27.96529284,7797,470,716605,0,21173,0.029257968
2021-06-13+17_21_36,-70,-89,-90,28,28,15,28,8382,501,771835,0,13404,0.075446724
2021-06-13+17_21_37,-70,-89,-90,28,28,15,27.85507246,8059,490,740811,0,20143,0.07175766
2021-06-13+17_21_38,-71,-89,-90,28,28,15,28,11947,717,1099985,0,18963,0.014842913
2021-06-13+17_21_39,-70,-89,-90,28,28,15,28,11589,693,1067029,0,20129,0.024002021
2021-06-13+17_21_40,-70,-89,-90,28,28,15,27.9580292,9396,555,864450,0,9018,0.112664085
2021-06-13+17_21_41,-70,-89,-90,28,28,15,27.95535714,5738,342,527521,0,5420,0.20039019
2021-06-13+17_21_42,-70,-88,-90,28,28,15,28,2466,154,225964,0,14424,0.248399878
2021-06-13+17_21_43,-70,-89,-90,28,28,15,27.90361446,2893,175,264705,0,13231,0.221893491
2021-06-13+17_21_45,-70,-89,-90,28,28,15,28,3888,237,356465,0,12949,0.180438449
2021-06-13+17_21_46,-70,-89,-90,28,28,15,28,3959,238,363508,0,13902,0.159626406
2021-06-13+17_21_47,-70,-89,-90,28,28,15,27.80869565,3871,238,354906,0,12988,0.195719925
2021-06-13+17_21_48,-70,-89,-90,28,28,15,27.94223827,4776,286,438279,0,13300,0.166055526
2021-06-13+17_21_49,-70,-86,-90,28,28,15,27.92513369,3166,196,290266,0,1251,0.26831523
2021-06-13+17_21_50,-70,-89,-90,28,28,15,28,2453,148,224323,0,13831,0.235349127
2021-06-13+17_21_51,-70,-92,-90,28,28,15,28,1905,118,174153,0,9064,0.328516038
2021-06-13+17_21_52,-70,-91,-90,28,28,15,28,2292,142,209618,0,7609,0.308179897
2021-06-13+17_21_53,-70,-91,-90,28,28,15,28,2992,183,274193,0,10031,0.281632653
2021-06-13+17_21_54,-70,-91,-90,28,28,15,28,2071,128,189448,0,13391,0.173913043
2021-06-13+17_21_55,-70,-91,-90,28,28,15,28,3693,222,338961,0,12263,0.236194416
2021-06-13+17_21_56,-70,-91,-90,28,28,15,28,3751,226,344193,0,9477,0.199017724
2021-06-13+17_21_57,-71,-91,-90,28,28,15,28,5956,353,547574,0,16344,0.078731632
2021-06-13+17_21_58,-70,-91,-90,28,28,15,27.92335766,9184,555,844670,0,18876,0.036609672
2021-06-13+17_21_59,-70,-91,-90,28,28,15,27.86787565,6486,392,596097,0,15536,0.092613318
2021-06-13+17_22_00,-70,-91,-96,28,28,15,28,4829,297,443466,0,13684,0.094675666
2021-06-13+17_22_01,-70,-91,-96,28,28,15,28,5366,322,493408,0,14290,0.139512508
2021-06-13+17_22_02,-70,-93,-96,28,28,15,27.97994269,5941,358,545752,0,13952,0.14333093
2021-06-13+17_22_03,-70,-93,-96,28,28,15,27.96,3508,208,321575,0,12553,0.203812982
2021-06-13+17_22_04,-70,-93,-96,28,28,15,28,3567,219,326814,0,8704,0.248102867
2021-06-13+17_22_05,-70,-93,-96,28,28,15,28,3248,196,297817,0,14532,0.210500729
2021-06-13+17_22_06,-70,-93,-96,28,28,15,28,3723,224,341588,0,15667,0.179413709
2021-06-13+17_22_07,-70,-93,-96,28,28,15,27.91794872,3371,205,308788,0,12806,0.254698209
2021-06-13+17_22_10,-70,-90,-96,28,28,15,27.86425339,7501,459,687587,0,27094,0.244231738
2021-06-13+17_22_11,-70,-92,-96,28,28,15,28,2713,164,248790,0,16492,0.16394453
2021-06-13+17_22_12,-70,-92,-96,28,28,15,28,5055,301,464137,0,18413,0.139867279
2021-06-13+17_22_13,-70,-92,-96,28,28,15,28,6507,385,598048,0,18968,0.057366362
2021-06-13+17_22_14,-70,-92,-96,28,28,15,28,8193,481,753732,0,14193,0.117894057
2021-06-13+17_22_15,-70,-92,-96,28,28,15,28,7253,423,667173,0,15392,0.155055918
2021-06-13+17_22_16,-70,-92,-96,28,28,15,27.96981132,4493,273,412508,0,13467,0.221586972
2021-06-13+17_22_17,-70,-92,-96,28,28,15,28,3994,241,366578,0,12905,0.18969365
2021-06-13+17_22_18,-70,-92,-96,28,28,15,27.81012658,2673,165,245076,0,12698,0.232337737
2021-06-13+17_22_19,-70,-92,-96,28,28,15,28,3464,206,317438,0,11476,0.265790589
2021-06-13+17_22_20,-70,-92,-96,28,28,15,28,3839,227,352001,0,15004,0.206654267
2021-06-13+17_22_21,-70,-92,-96,28,28,15,28,3978,242,364894,0,13119,0.218467583
2021-06-13+17_22_22,-70,-92,-96,28,28,15,28,6414,377,589479,0,17952,0.077387802
2021-06-13+17_22_23,-70,-92,-96,28,28,15,28,7837,461,721232,0,13730,0.13355445
2021-06-13+17_22_24,-70,-92,-96,28,28,15,27.96825397,7723,443,710674,0,11873,0.216893125
2021-06-13+17_22_25,-71,-92,-96,28,28,15,27.95053004,4787,290,439892,0,1893,0.258289433
2021-06-13+17_22_26,-70,-92,-96,28,28,15,28,2664,165,244161,0,13525,0.28
2021-06-13+17_22_27,-70,-92,-96,28,28,15,27.88059701,2274,142,208035,0,4137,0.306918622
2021-06-13+17_22_28,-70,-92,-96,28,28,15,27.73563218,2950,185,269505,0,9100,0.250127097
2021-06-13+17_22_29,-70,-92,-96,28,28,15,27.85106383,1594,102,145458,0,28,0.419519301
2021-06-13+17_22_30,-70,-92,-96,28,28,15,27.94736842,2622,160,240008,0,12664,0.209049774
2021-06-13+17_22_31,-70,-92,-96,28,28,15,28,2330,144,213288,0,48,0.394490644
2021-06-13+17_22_34,-70,-92,-96,28,28,15,27.91470588,5845,358,535123,0,28201,0.218164794
2021-06-13+17_22_35,-70,-92,-96,28,28,15,28,3317,203,304234,0,17331,0.210426089
2021-06-13+17_22_36,-70,-92,-96,28,28,15,28,3995,247,366406,0,15632,0.139008621
2021-06-13+17_22_37,-70,-92,-96,28,28,15,28,3429,206,314769,0,7232,0.257470767
2021-06-13+17_22_38,-70,-92,-96,28,28,15,28,3194,195,292758,0,15607,0.181235581
2021-06-13+17_22_39,-70,-92,-96,28,28,15,27.78095238,3581,217,328199,0,11336,0.148192198
2021-06-13+17_22_40,-70,-92,-96,28,28,15,28,4681,280,429525,0,12602,0.171064282
2021-06-13+17_22_41,-70,-92,-96,28,28,15,28,5372,327,493988,0,12725,0.145810145
2021-06-13+17_22_42,-70,-95,-97,28,28,15,27.98089172,5382,322,494338,0,16139,0.182936086
2021-06-13+17_22_43,-70,-95,-97,28,28,15,28,6800,408,625387,0,20794,0.073821847
2021-06-13+17_22_44,-70,-95,-97,28,28,15,28,6270,372,576458,0,17003,0.087336245
2021-06-13+17_22_45,-70,-95,-97,28,28,15,28,4170,251,383107,0,15585,0.178810555
2021-06-13+17_22_46,-70,-95,-97,28,28,15,28,5238,311,481152,0,13307,0.161383285
2021-06-13+17_22_47,-70,-95,-97,28,28,15,28,3416,207,313395,0,13153,0.236648045
2021-06-13+17_22_48,-70,-95,-97,28,28,15,28,2825,175,258779,0,13462,0.228774229
2021-06-13+17_22_49,-70,-95,-97,28,28,15,27.6446281,1972,129,180163,0,7582,0.214342629
2021-06-13+17_22_50,-70,-95,-97,28,28,15,28,2467,147,225759,0,5311,0.277387229
2021-06-13+17_22_51,-70,-95,-97,28,28,15,28,3384,205,310220,0,14480,0.16133829
2021-06-13+17_22_52,-70,-95,-97,28,28,15,27.96428571,3851,233,353092,0,12468,0.184801016
2021-06-13+17_22_53,-70,-95,-97,28,28,15,28,3172,191,290805,0,11461,0.237316663
2021-06-13+17_22_54,-70,-95,-97,28,28,15,28,2998,183,275089,0,993,0.265015935
2021-06-13+17_22_55,-70,-95,-97,28,28,15,28,3671,221,336552,0,13616,0.167573696
2021-06-13+17_22_58,-70,-95,-97,28,28,15,27.96508728,6912,418,633900,0,25302,0.196839414
2021-06-13+17_22_59,-70,-95,-97,28,28,15,27.8974359,2740,163,250983,0,12716,0.192455055
2021-06-13+17_23_00,-70,-95,-97,28,28,15,28,3350,204,307052,0,14016,0.194517913
2021-06-13+17_23_01,-70,-95,-97,28,28,15,27.95628415,3173,193,290483,0,13196,0.22779265
2021-06-13+17_23_02,-70,-95,-97,28,28,15,28,2450,154,224464,0,997,0.31868743
2021-06-13+17_23_03,-70,-95,-97,28,28,15,28,2370,145,216936,0,12914,0.191402252
2021-06-13+17_23_04,-70,-95,-97,28,28,15,28,2308,144,211057,0,26,0.330820528
2021-06-13+17_23_05,-70,-95,-97,28,28,15,28,2887,170,264543,0,12585,0.240862477
2021-06-13+17_23_06,-70,-95,-97,28,28,15,28,3644,220,334448,0,15574,0.12571977
2021-06-13+17_23_07,-70,-95,-97,28,28,15,28,4506,276,413388,0,11535,0.118716996
2021-06-13+17_23_08,-70,-95,-97,28,28,15,28,3925,238,360385,0,4700,0.219216232
2021-06-13+17_23_09,-70,-95,-97,28,28,15,28,5063,299,465098,0,16851,0.114705368
2021-06-13+17_23_10,-70,-95,-97,28,28,15,28,8377,507,770647,0,14514,0.051302378
2021-06-13+17_23_11,-70,-95,-97,28,28,15,28,9438,566,869069,0,18092,0.030508475
2021-06-13+17_23_12,-70,-95,-97,28,28,15,28,11119,653,1023708,0,14525,0.022075638
2021-06-13+17_23_13,-70,-95,-97,28,28,15,28,7669,465,706418,0,12115,0.080235068
2021-06-13+17_23_14,-70,-95,-97,28,28,15,27.94331984,4297,254,394602,0,13016,0.179178606
2021-06-13+17_23_15,-70,-95,-97,28,28,15,28,3165,190,290180,0,8062,0.257390896
2021-06-13+17_23_16,-70,-95,-97,28,28,15,28,4086,247,375021,0,9413,0.183616384
2021-06-13+17_23_17,-70,-95,-97,28,28,15,28,3388,208,310908,0,10396,0.237280504
2021-06-13+17_23_18,-70,-95,-97,28,28,15,28,2955,179,270757,0,12922,0.212210077
2021-06-13+17_23_19,-70,-95,-97,28,28,15,28,2784,173,255129,0,10094,0.245323936
2021-06-13+17_23_20,-70,-95,-97,28,28,15,28,3076,186,281965,0,16528,0.138857783
2021-06-13+17_23_21,-70,-95,-97,28,28,15,28,3843,234,352705,0,14354,0.172836849
2021-06-13+17_23_22,-70,-95,-97,28,28,15,28,4041,242,371146,0,13280,0.172604423
2021-06-13+17_23_23,-70,-95,-97,28,28,15,28,6668,392,612609,0,14861,0.09610953
2021-06-13+17_23_24,-70,-95,-97,28,28,15,27.99644128,4795,288,440532,0,12660,0.211737629
2021-06-13+17_23_25,-70,-95,-97,28,28,15,28,4074,248,373872,0,13766,0.149122807
2021-06-13+17_23_26,-70,-95,-97,28,28,15,27.99722222,6217,365,571850,0,12103,0.157359718
2021-06-13+17_23_29,-70,-95,-97,28,28,15,28,6770,409,621047,0,25140,0.235546522
2021-06-13+17_23_30,-70,-95,-97,28,28,15,28,2083,134,190814,0,6597,0.331300161
2021-06-13+17_23_31,-71,-95,-97,28,28,15,28,2366,147,216665,0,11443,0.213169272
2021-06-13+17_23_32,-71,-95,-97,28,28,15,28,2736,166,250453,0,11472,0.279620853
2021-06-13+17_23_33,-71,-95,-97,28,28,15,28,3814,230,349968,0,14158,0.207727462
2021-06-13+17_23_34,-71,-95,-97,28,28,15,27.88,2498,159,228615,0,18037,0.189224278
2021-06-13+17_23_35,-71,-95,-97,28,28,15,28,3177,194,291304,0,8944,0.213224368
2021-06-13+17_23_36,-71,-95,-97,28,28,15,28,2428,151,222234,0,12504,0.252693136
2021-06-13+17_23_37,-71,-95,-97,28,28,15,27.93939394,2232,139,204428,0,7386,0.389997267
2021-06-13+17_23_38,-71,-95,-97,28,28,15,28,2905,177,265822,0,14012,0.250709311
2021-06-13+17_23_39,-71,-95,-97,28,28,15,28,3130,186,286877,0,9741,0.253873659
2021-06-13+17_23_40,-71,-95,-97,28,28,15,28,2346,147,214906,0,9524,0.251196936
2021-06-13+17_23_41,-71,-95,-97,28,28,15,28,2221,133,203332,0,10674,0.26383825
2021-06-13+17_23_42,-71,-95,-97,28,28,15,27.86885246,2075,131,189557,0,2405,0.350344396
2021-06-13+17_23_43,-71,-95,-97,28,28,15,28,3704,222,339570,0,17756,0.221194281
2021-06-13+17_23_44,-71,-90,-93,28,28,15,28,4440,267,407764,0,21562,0.135008767
2021-06-13+17_23_45,-71,-93,-93,28,28,15,28,8486,501,780628,0,21127,0.03633886
2021-06-13+17_23_46,-71,-93,-93,28,28,15,27.96196868,7924,450,728927,0,9962,0.18628055
2021-06-13+17_23_47,-71,-93,-93,28,28,15,27.9825,13591,804,1251346,0,23891,0.008896667
2021-06-13+17_23_48,-71,-93,-93,28,28,15,28,13518,811,1244890,0,24097,0.000591453
2021-06-13+17_23_49,-70,-92,-93,28,28,15,28,14847,890,1367651,0,20572,0.005226131
2021-06-13+17_23_50,-70,-92,-93,28,28,15,28,13465,798,1239711,0,17274,0.037801915
2021-06-13+17_23_53,-70,-92,-93,28,28,15,27.96811337,19536,1136,1798568,0,13622,0.125083972
2021-06-13+17_23_54,-70,-92,-93,28,28,15,27.9771615,10406,620,957339,0,13173,0.102389373
2021-06-13+17_23_55,-70,-92,-93,28,28,15,28,2268,145,207710,0,11922,0.22725724
2021-06-13+17_23_56,-70,-92,-93,28,28,15,28,3366,201,308575,0,7986,0.226917777
2021-06-13+17_23_57,-70,-92,-93,28,28,15,28,3925,238,360568,0,8537,0.179213718
2021-06-13+17_23_58,-70,-92,-93,28,28,15,27.8,3330,210,304659,0,14750,0.111051789
2021-06-13+17_23_59,-70,-92,-93,28,28,15,28,8888,516,817747,0,14243,0.065011572
2021-06-13+17_24_00,-70,-92,-93,28,28,15,27.95795247,9332,553,858344,0,12962,0.08194786
2021-06-13+17_24_01,-70,-92,-93,28,28,15,27.97486535,9455,562,870106,0,13273,0.108187135
2021-06-13+17_24_02,-70,-92,-93,28,28,15,27.93333333,3559,217,326771,0,6917,0.228651929
2021-06-13+17_24_03,-70,-92,-97,28,28,15,28,3131,190,287176,0,6801,0.213514192
2021-06-13+17_24_04,-70,-92,-97,28,28,15,28,5094,298,467671,0,12495,0.118074792
2021-06-13+17_24_05,-70,-92,-97,28,28,15,28,4683,280,429826,0,15542,0.126142937
2021-06-13+17_24_06,-70,-92,-97,28,28,15,28,4523,276,415298,0,16609,0.14724736
2021-06-13+17_24_07,-70,-92,-97,28,28,15,28,4515,273,414529,0,18285,0.134725949
2021-06-13+17_24_08,-70,-92,-97,28,28,15,28,6631,395,609346,0,16221,0.094496791
2021-06-13+17_24_09,-70,-92,-97,28,28,15,28,3701,230,339747,0,8805,0.211546655
2021-06-13+17_24_10,-70,-92,-97,28,28,15,28,3348,199,307133,0,8930,0.242533937
2021-06-13+17_24_11,-70,-92,-97,28,28,15,28,3952,234,362906,0,16714,0.133903134
2021-06-13+17_24_12,-70,-92,-97,28,28,15,27.9255814,3682,225,337453,0,8719,0.238626964
2021-06-13+17_24_13,-70,-92,-97,28,28,15,28,3104,192,284931,0,9480,0.251145959
2021-06-13+17_24_14,-70,-92,-97,28,28,15,27.88888889,2588,153,236593,0,7569,0.300351446
2021-06-13+17_24_15,-70,-92,-97,28,28,15,27.95294118,2996,177,274501,0,4919,0.259149357
2021-06-13+17_24_16,-70,-92,-97,28,28,15,27.95394737,2603,161,238134,0,14979,0.198830409
2021-06-13+17_24_17,-70,-92,-97,28,28,15,28,3826,227,351067,0,12046,0.287390576
2021-06-13+17_24_18,-70,-92,-97,28,28,15,28,3397,205,311577,0,13783,0.211650035
2021-06-13+17_24_21,-70,-92,-97,28,28,15,28,5337,329,489419,0,19468,0.271896317
2021-06-13+17_24_22,-70,-92,-97,28,28,15,28,2330,147,213477,0,7558,0.283517835
2021-06-13+17_24_23,-70,-92,-97,28,28,15,28,2435,147,223090,0,12625,0.299482163
2021-06-13+17_24_24,-70,-92,-97,28,28,15,28,3698,222,339040,0,12566,0.234843782
2021-06-13+17_24_25,-70,-92,-97,28,28,15,28,2746,171,251562,0,12332,0.219886364
2021-06-13+17_24_26,-70,-92,-97,28,28,15,28,2408,148,220785,0,2397,0.332038835
2021-06-13+17_24_27,-70,-92,-97,28,28,15,28,2845,177,260672,0,13025,0.241939782
2021-06-13+17_24_28,-70,-92,-97,28,28,15,28,2835,171,259540,0,12722,0.233162023
2021-06-13+17_24_29,-70,-92,-97,28,28,15,28,3643,221,334281,0,17244,0.191522415
2021-06-13+17_24_30,-70,-92,-97,28,28,15,27.91208791,3078,190,282126,0,14490,0.131244708
2021-06-13+17_24_31,-70,-92,-97,28,28,15,28,2988,180,273960,0,14547,0.184942717
2021-06-13+17_24_32,-70,-92,-97,28,28,15,28,3344,204,306287,0,7845,0.197118848
2021-06-13+17_24_33,-70,-92,-97,28,28,15,28,2819,172,258397,0,5459,0.323818662
2021-06-13+17_24_34,-70,-92,-97,28,28,15,27.95238095,2529,154,231687,0,7815,0.296522949
